[2026-04-03T00:45:20.882Z] GET http://localhost:3001/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_a12d263b._.js → 200 (17ms, ?B)
[2026-04-03T00:45:20.882Z] GET http://localhost:3001/_next/static/chunks/bf9e7_next_dist_compiled_react-dom_87863242._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.882Z] GET http://localhost:3001/_next/static/chunks/bf9e7_next_dist_compiled_next-devtools_index_adc1a8e8.js → pending (?ms, ?B)
[2026-04-03T00:45:20.883Z] GET http://localhost:3001/_next/static/chunks/bf9e7_next_dist_compiled_b7c5bb50._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.883Z] GET http://localhost:3001/_next/static/chunks/bf9e7_next_dist_client_ad535f31._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.883Z] GET http://localhost:3001/_next/static/chunks/bf9e7_next_dist_d4036616._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.883Z] GET http://localhost:3001/_next/static/chunks/69652_%40swc_helpers_cjs_120d0889._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.896Z] GET http://localhost:3001/_next/static/chunks/_a0ff3932._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.896Z] GET http://localhost:3001/_next/static/chunks/turbopack-_f41ff335._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.896Z] GET http://localhost:3001/_next/static/chunks/9ef3a_%40tanstack_query-devtools_build_83135af1._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.896Z] GET http://localhost:3001/_next/static/chunks/_35f1d49c._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.896Z] GET http://localhost:3001/_next/static/chunks/node_modules__pnpm_bac2f8b1._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.896Z] GET http://localhost:3001/_next/static/chunks/app_layout_tsx_12bb8a1a._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.896Z] GET http://localhost:3001/_next/static/chunks/_ede0b078._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.897Z] GET http://localhost:3001/_next/static/chunks/1cbf4_%40remixicon_react_index_mjs_02c40556._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.897Z] GET http://localhost:3001/_next/static/chunks/node_modules__pnpm_4d983cf8._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.897Z] GET http://localhost:3001/_next/static/chunks/app_marketplace_page_tsx_4516514f._.js → pending (?ms, ?B)
[2026-04-03T00:45:20.897Z] GET http://localhost:3001/_next/static/chunks/bf9e7_next_dist_client_components_builtin_global-error_4516514f.js → pending (?ms, ?B)
[2026-04-03T00:45:20.897Z] GET http://localhost:3001/_next/static/chunks/app_marketplace_styles_marketplace_4c795875.css → 200 (1ms, ?B)
[2026-04-03T00:45:21.479Z] GET http://localhost:3002/api/v1/system/features → 200 (57ms, 1084B)
[2026-04-03T00:45:21.524Z] GET http://localhost:3001/_next/static/chunks/9ef3a_%40tanstack_query-devtools_build_475be9ec._.js → 200 (106ms, 846444B)
[2026-04-03T00:45:21.530Z] GET http://localhost:3001/_next/static/chunks/9ef3a_%40tanstack_query-devtools_build_DevtoolsComponent_CDWEKZTF_c5b43fc7.js → 200 (78ms, 276B)
[2026-04-03T00:45:21.531Z] GET http://localhost:3001/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (98ms, 15487B)
[2026-04-03T00:45:21.532Z] GET http://localhost:3001/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_42fffd8c._.js → 200 (96ms, 288B)
[2026-04-03T00:45:21.887Z] GET http://localhost:3001/logo.svg → pending (?ms, ?B)
[2026-04-03T00:45:22.002Z] GET https://marketplace.tinyiothub.com/api/v1/templates → pending (?ms, ?B)
[2026-04-03T00:45:22.003Z] GET https://marketplace.tinyiothub.com/api/v1/drivers → pending (?ms, ?B)
[2026-04-03T00:50:41.017Z] GET http://localhost:3001/_next/static/chunks/_7e1c7992._.css → 200 (14ms, 319081B)
[2026-04-03T00:50:50.618Z] GET http://localhost:3000/marketplace → pending (?ms, ?B)
[2026-04-03T00:51:32.249Z] GET http://localhost:3000/marketplace → pending (?ms, ?B)
[2026-04-03T00:52:23.144Z] GET http://localhost:3000/marketplace → pending (?ms, ?B)
[2026-04-03T00:52:23.870Z] GET http://localhost:3000/_next/static/chunks/_7e1c7992._.css → 200 (18ms, 319081B)
[2026-04-03T00:52:23.870Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_a12d263b._.js → 200 (17ms, 671B)
[2026-04-03T00:52:23.870Z] GET http://localhost:3000/_next/static/chunks/bf9e7_next_dist_compiled_react-dom_87863242._.js → 200 (74ms, 901174B)
[2026-04-03T00:52:23.870Z] GET http://localhost:3000/_next/static/chunks/bf9e7_next_dist_compiled_next-devtools_index_adc1a8e8.js → 200 (91ms, 1484330B)
[2026-04-03T00:52:23.870Z] GET http://localhost:3000/_next/static/chunks/bf9e7_next_dist_compiled_b7c5bb50._.js → 200 (32ms, 270289B)
[2026-04-03T00:52:23.870Z] GET http://localhost:3000/_next/static/chunks/bf9e7_next_dist_client_ad535f31._.js → 200 (59ms, 556176B)
[2026-04-03T00:52:23.870Z] GET http://localhost:3000/_next/static/chunks/bf9e7_next_dist_d4036616._.js → 200 (44ms, 189285B)
[2026-04-03T00:52:23.870Z] GET http://localhost:3000/_next/static/chunks/69652_%40swc_helpers_cjs_120d0889._.js → 200 (45ms, 2909B)
[2026-04-03T00:52:23.870Z] GET http://localhost:3000/_next/static/chunks/_a0ff3932._.js → 200 (45ms, 649B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/turbopack-_f41ff335._.js → 200 (61ms, 73465B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/9ef3a_%40tanstack_query-devtools_build_83135af1._.js → 200 (58ms, 1573B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/_35f1d49c._.js → 200 (61ms, 192118B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/node_modules__pnpm_bac2f8b1._.js → 200 (153ms, 939599B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/app_layout_tsx_12bb8a1a._.js → 200 (61ms, 397B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/_ede0b078._.js → 200 (62ms, 161197B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/1cbf4_%40remixicon_react_index_mjs_02c40556._.js → 200 (187ms, 5140778B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/node_modules__pnpm_4d983cf8._.js → 200 (72ms, 8111B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/app_marketplace_page_tsx_4516514f._.js → 200 (81ms, 425B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/bf9e7_next_dist_client_components_builtin_global-error_4516514f.js → 200 (83ms, 206B)
[2026-04-03T00:52:23.871Z] GET http://localhost:3000/_next/static/chunks/app_marketplace_styles_marketplace_4c795875.css → 200 (16ms, 2077B)
[2026-04-03T00:52:24.131Z] GET http://localhost:3002/api/v1/system/features → 200 (26ms, 1084B)
[2026-04-03T00:52:24.141Z] GET http://localhost:3000/_next/static/chunks/9ef3a_%40tanstack_query-devtools_build_475be9ec._.js → 200 (40ms, 846444B)
[2026-04-03T00:52:24.141Z] GET http://localhost:3000/_next/static/chunks/9ef3a_%40tanstack_query-devtools_build_DevtoolsComponent_CDWEKZTF_c5b43fc7.js → 200 (1ms, 276B)
[2026-04-03T00:52:24.141Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (11ms, 15487B)
[2026-04-03T00:52:24.142Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_42fffd8c._.js → 200 (5ms, 288B)
[2026-04-03T00:52:24.168Z] GET http://localhost:3000/logo.svg → 200 (8ms, 3921B)
[2026-04-03T00:52:24.179Z] GET https://marketplace.tinyiothub.com/api/v1/templates → pending (?ms, ?B)
[2026-04-03T00:52:24.179Z] GET https://marketplace.tinyiothub.com/api/v1/drivers → pending (?ms, ?B)
[2026-04-03T00:52:30.364Z] GET http://localhost:3000/marketplace → 200 (63ms, 32636B)
[2026-04-03T00:52:30.434Z] GET http://localhost:3000/_next/static/chunks/_7e1c7992._.css → 200 (9ms, 319081B)
[2026-04-03T00:52:30.435Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_a12d263b._.js → 200 (7ms, 671B)
